,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,Id,KitchenAbvGr,KitchenQual,LotArea,LotConfig,LotFrontage,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,CentralAir_N,CentralAir_Y,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,Street_Grvl,Street_Pave,Utilities_AllPub,Utilities_ELO,Utilities_NoSeWa,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,target1
715,1350,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1064.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,2,7.0,478.0,2.0,3.0,2.0,3.0,5.0,1974.0,1350,0,1.0,2.0,716,1,2.0,10140,4.0,78.0,0,20,1.0,174.0,1.0,0,8,0,5,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,7,1064.0,0,1974,1974,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,165000
716,1576,978,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,718.0,2.0,2.0,4.0,143,3.0,2.0,0.0,0.0,0.0,0,0.0,1,7.0,704.0,2.0,3.0,1.0,3.0,1.0,1996.0,2554,1,1.0,4.0,717,1,2.0,10800,4.0,60.0,0,70,0.0,0.0,1.0,0,7,48,8,7,0.0,0,0.0,1.0,1.0,4.0,8.0,0,8,718.0,0,1890,1998,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,159500
717,1178,0,0,3,0.0,3.0,1.0,1084.0,0.0,4.0,1.0,0.0,1.0,3.0,92.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,2.0,1,1.0,1,7.0,439.0,2.0,3.0,1.0,3.0,5.0,1973.0,1178,1,1.0,3.0,718,1,3.0,10000,4.0,80.0,0,20,1.0,0.0,4.0,0,11,0,6,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1176.0,224,1973,2000,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,157000
718,1325,1093,0,3,0.0,3.0,4.0,1173.0,0.0,6.0,1.0,1.0,0.0,3.0,138.0,2.0,2.0,4.0,216,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,983.0,3.0,3.0,2.0,3.0,5.0,1993.0,2418,1,1.0,4.0,719,1,3.0,10542,4.0,96.0,0,60,1.0,651.0,6.0,0,8,154,5,7,2.0,0,0.0,1.0,3.0,4.0,8.0,0,9,1311.0,250,1993,1994,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,341000
719,971,0,0,3,0.0,3.0,4.0,523.0,0.0,5.0,1.0,0.0,0.0,3.0,448.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,1.0,1,1.0,1,7.0,300.0,1.0,3.0,1.0,3.0,5.0,1969.0,971,1,1.0,2.0,720,1,2.0,9920,4.0,69.0,0,20,1.0,0.0,5.0,0,5,0,6,5,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,971.0,0,1969,1969,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,128500
720,1742,0,0,2,0.0,3.0,4.0,1148.0,0.0,6.0,1.0,1.0,0.0,3.0,594.0,2.0,2.0,4.0,234,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,564.0,2.0,3.0,2.0,3.0,5.0,1985.0,1742,0,1.0,2.0,721,1,3.0,6563,1.0,68.0,0,120,1.0,0.0,6.0,0,12,28,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1742.0,114,1985,1985,2006,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,275000
721,848,0,0,1,4.0,3.0,3.0,662.0,0.0,6.0,1.0,1.0,0.0,3.0,186.0,2.0,2.0,4.0,0,2.0,3.0,4.0,4.0,0.0,0,2.0,1,7.0,420.0,2.0,3.0,2.0,3.0,5.0,2004.0,848,0,1.0,4.0,722,1,3.0,4426,4.0,68.0,0,120,0.0,169.0,6.0,0,5,0,5,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,3,848.0,160,2004,2004,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,143000
722,864,0,0,3,0.0,3.0,1.0,191.0,0.0,5.0,1.0,0.0,0.0,2.0,673.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,463.0,2.0,3.0,1.0,3.0,1.0,1994.0,864,0,1.0,4.0,723,1,2.0,8120,4.0,70.0,0,20,1.0,0.0,5.0,0,7,0,7,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,864.0,0,1970,1970,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,124500
723,997,473,0,4,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,941.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,2.0,2,7.0,548.0,1.0,3.0,1.0,3.0,1.0,1958.0,1470,0,1.0,4.0,724,1,2.0,8172,4.0,60.0,0,50,1.0,0.0,1.0,0,5,0,6,4,2.0,0,0.0,1.0,1.0,4.0,8.0,156,7,941.0,0,1954,1972,2008,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,135000
724,1698,0,0,3,0.0,3.0,1.0,1234.0,0.0,6.0,1.0,1.0,0.0,4.0,464.0,2.0,2.0,4.0,0,2.0,4.0,0.0,0.0,4.0,1,2.0,2,7.0,768.0,3.0,3.0,3.0,3.0,5.0,2007.0,1698,0,1.0,4.0,725,1,4.0,13286,4.0,86.0,0,20,1.0,340.0,6.0,0,2,64,5,9,2.0,0,0.0,1.0,3.0,4.0,8.0,0,8,1698.0,327,2007,2008,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,320000
725,864,0,0,3,0.0,3.0,1.0,375.0,239.0,5.0,4.0,0.0,0.0,2.0,250.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,660.0,2.0,3.0,1.0,3.0,1.0,1989.0,864,0,1.0,2.0,726,1,3.0,6960,4.0,60.0,0,20,1.0,0.0,5.0,500,11,0,6,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,864.0,96,1970,1970,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,120500
726,1680,0,182,3,0.0,3.0,1.0,808.0,0.0,6.0,1.0,1.0,0.0,3.0,72.0,2.0,2.0,4.0,0,3.0,3.0,0.0,0.0,4.0,1,1.0,2,7.0,540.0,2.0,3.0,3.0,3.0,5.0,1988.0,1680,0,1.0,4.0,727,1,3.0,21695,0.0,68.0,0,20,1.0,260.0,6.0,0,12,44,9,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,5,880.0,292,1988,2007,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,222000
727,1232,0,0,2,0.0,3.0,3.0,724.0,0.0,6.0,1.0,1.0,0.0,3.0,508.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,632.0,2.0,3.0,2.0,3.0,5.0,2007.0,1232,0,1.0,4.0,728,1,3.0,7314,4.0,64.0,0,20,1.0,82.0,6.0,0,2,0,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,1232.0,132,2007,2007,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,194500
728,1776,0,0,4,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1584.0,2.0,2.0,4.0,0,2.0,2.0,2.0,2.0,0.0,0,1.0,2,7.0,888.0,3.0,3.0,1.0,3.0,1.0,1968.0,1776,0,1.0,2.0,729,2,2.0,11475,0.0,85.0,0,90,1.0,95.0,1.0,0,7,25,5,5,2.0,0,0.0,1.0,1.0,0.0,0.0,0,9,1584.0,0,1958,1958,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,110000
729,848,0,0,2,0.0,3.0,1.0,152.0,0.0,4.0,1.0,0.0,0.0,2.0,628.0,2.0,2.0,0.0,112,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,539.0,2.0,3.0,1.0,3.0,1.0,1962.0,1208,0,1.0,2.0,730,1,2.0,6240,4.0,52.0,360,30,0.0,0.0,4.0,0,1,23,5,4,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,780.0,0,1925,1950,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,103000
730,1616,0,0,2,4.0,3.0,1.0,1180.0,0.0,6.0,1.0,1.0,0.0,3.0,415.0,2.0,2.0,4.0,0,2.0,3.0,4.0,4.0,3.0,1,2.0,2,7.0,608.0,2.0,3.0,2.0,3.0,5.0,1995.0,1616,0,1.0,4.0,731,1,3.0,5389,4.0,39.0,0,120,1.0,0.0,6.0,0,3,152,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1595.0,237,1995,1996,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,236500
731,1146,0,0,3,0.0,3.0,3.0,786.0,0.0,6.0,1.0,1.0,0.0,4.0,82.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,438.0,2.0,3.0,3.0,3.0,5.0,2003.0,1146,0,1.0,4.0,732,1,3.0,9590,0.0,73.0,0,80,1.0,442.0,6.0,0,5,22,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,868.0,160,2003,2003,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,187500
732,1153,878,0,3,0.0,3.0,3.0,252.0,0.0,5.0,1.0,0.0,0.0,3.0,901.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,541.0,2.0,3.0,3.0,3.0,5.0,1998.0,2031,1,1.0,4.0,733,1,3.0,11404,4.0,75.0,0,60,1.0,202.0,5.0,0,7,84,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,1153.0,192,1998,1999,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,222500
733,1144,0,0,3,0.0,3.0,1.0,594.0,0.0,4.0,1.0,1.0,0.0,2.0,270.0,1.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,1,7.0,264.0,1.0,3.0,2.0,3.0,5.0,1961.0,1144,0,1.0,4.0,734,1,2.0,10000,0.0,80.0,0,20,1.0,0.0,4.0,400,3,0,6,5,2.0,0,0.0,1.0,3.0,4.0,8.0,0,6,864.0,165,1961,1983,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,131400
734,948,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,948.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,2.0,1,7.0,300.0,1.0,3.0,1.0,3.0,5.0,1968.0,948,0,1.0,2.0,735,1,2.0,8978,0.0,68.0,0,20,1.0,0.0,1.0,0,5,0,5,5,2.0,0,0.0,1.0,1.0,3.0,8.0,0,6,948.0,147,1968,1968,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,108000
735,880,888,0,2,0.0,3.0,2.0,390.0,0.0,3.0,1.0,0.0,0.0,3.0,490.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,2,0.0,1,7.0,320.0,2.0,3.0,1.0,3.0,1.0,1914.0,1768,1,2.0,1.0,736,1,2.0,10800,4.0,60.0,0,75,0.0,0.0,3.0,0,10,341,7,7,1.0,0,0.0,1.0,1.0,4.0,8.0,0,6,880.0,0,1914,1970,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,163000
736,1040,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0,2.0,2.0,2.0,2.0,0.0,0,1.0,2,7.0,400.0,2.0,3.0,1.0,3.0,1.0,1949.0,1040,0,1.0,3.0,737,2,2.0,8544,4.0,60.0,0,90,1.0,0.0,0.0,0,7,0,4,3,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,0.0,0,1950,1950,2006,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,93500
737,901,900,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,893.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,800.0,3.0,3.0,3.0,3.0,5.0,2005.0,1801,1,1.0,4.0,738,1,3.0,10463,1.0,72.0,0,60,1.0,0.0,1.0,0,6,116,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,893.0,0,2005,2005,2006,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,239900
738,1200,0,0,3,2.0,4.0,4.0,1200.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,4.0,0,2.0,2.0,2.0,2.0,0.0,0,1.0,3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1200,0,1.0,2.0,739,1,2.0,10800,4.0,60.0,0,90,1.0,0.0,6.0,0,3,0,5,5,2.0,0,0.0,1.0,1.0,2.0,8.0,0,5,1200.0,120,1987,1988,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,179000
739,864,864,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,864.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,572.0,2.0,3.0,2.0,3.0,5.0,2004.0,1728,1,1.0,4.0,740,1,3.0,9313,4.0,65.0,0,60,1.0,0.0,1.0,0,4,56,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,7,864.0,187,2004,2004,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,190000
740,768,664,0,2,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,264.0,2.0,2.0,4.0,112,3.0,2.0,0.0,0.0,0.0,0,0.0,2,7.0,360.0,2.0,4.0,1.0,3.0,1.0,1910.0,1432,0,1.0,4.0,741,1,2.0,9600,4.0,60.0,0,70,0.0,0.0,1.0,0,5,0,7,5,2.0,0,0.0,1.0,1.0,0.0,8.0,0,7,264.0,270,1910,2002,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,132000
741,912,0,0,3,0.0,3.0,2.0,832.0,0.0,6.0,1.0,1.0,1.0,2.0,80.0,1.0,2.0,4.0,0,3.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,288.0,1.0,3.0,1.0,3.0,1.0,1962.0,912,0,1.0,3.0,742,1,3.0,6768,4.0,65.0,0,20,1.0,0.0,6.0,0,5,0,8,6,2.0,0,0.0,1.0,3.0,4.0,8.0,0,5,912.0,168,1961,1996,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,142000
742,1349,0,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1349.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,2.0,2,7.0,539.0,2.0,3.0,1.0,3.0,5.0,2000.0,1349,0,1.0,4.0,743,1,2.0,8450,4.0,65.0,0,20,1.0,108.0,1.0,0,12,55,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,1349.0,120,2000,2001,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,179000
743,1464,0,0,3,0.0,3.0,3.0,444.0,0.0,5.0,1.0,0.0,1.0,3.0,76.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,2,6.0,480.0,2.0,3.0,2.0,3.0,5.0,1997.0,1464,0,1.0,4.0,744,1,2.0,12886,4.0,70.0,0,80,1.0,0.0,5.0,0,10,0,6,5,2.0,0,0.0,1.0,1.0,4.0,8.0,100,6,520.0,302,1963,1999,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,175000
744,1337,0,168,2,4.0,3.0,1.0,733.0,0.0,6.0,1.0,1.0,0.0,3.0,604.0,2.0,2.0,4.0,70,2.0,3.0,4.0,4.0,3.0,1,2.0,2,7.0,462.0,2.0,3.0,2.0,3.0,5.0,1993.0,1337,0,1.0,3.0,745,1,3.0,5395,4.0,41.0,0,120,1.0,0.0,6.0,0,10,0,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1337.0,96,1993,1993,2008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,180000
745,1175,1540,0,4,0.0,4.0,1.0,575.0,80.0,6.0,5.0,0.0,1.0,2.0,487.0,2.0,2.0,4.0,0,3.0,4.0,0.0,0.0,3.0,2,1.0,3,7.0,831.0,2.0,3.0,3.0,3.0,3.0,1994.0,2715,1,1.0,4.0,746,1,3.0,8963,4.0,68.0,0,60,1.0,289.0,6.0,0,7,204,9,8,2.0,0,0.0,1.0,3.0,4.0,8.0,0,11,1142.0,0,1976,1996,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,299800
746,980,1276,0,4,0.0,3.0,1.0,300.0,0.0,6.0,1.0,0.0,0.0,3.0,652.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,554.0,2.0,3.0,3.0,3.0,3.0,2000.0,2256,1,1.0,4.0,747,1,3.0,8795,4.0,68.0,0,60,1.0,0.0,6.0,0,4,54,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,952.0,224,2000,2000,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,236000
747,1320,1320,0,4,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1240.0,2.0,2.0,4.0,386,2.0,3.0,0.0,0.0,4.0,1,4.0,1,7.0,864.0,4.0,3.0,1.0,3.0,1.0,1950.0,2640,1,2.0,2.0,748,1,3.0,11700,0.0,65.0,0,70,0.0,0.0,1.0,0,5,0,7,7,1.0,0,0.0,1.0,4.0,4.0,8.0,0,8,1240.0,181,1880,2003,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,265979
748,1720,0,0,3,0.0,3.0,1.0,919.0,0.0,6.0,1.0,1.0,0.0,3.0,801.0,2.0,2.0,4.0,154,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,527.0,2.0,3.0,3.0,3.0,5.0,1996.0,1720,0,1.0,4.0,749,1,3.0,10593,4.0,59.0,0,20,1.0,338.0,6.0,0,3,56,5,7,2.0,0,0.0,1.0,3.0,4.0,8.0,0,7,1720.0,240,1996,1996,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,260400
749,1088,441,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,185,2.0,2.0,0.0,0.0,0.0,0,3.0,2,4.0,240.0,1.0,3.0,1.0,3.0,1.0,1945.0,1529,0,5.0,2.0,750,1,2.0,8405,4.0,50.0,0,50,1.0,0.0,0.0,0,4,0,3,4,1.0,0,0.0,1.0,1.0,4.0,8.0,0,9,0.0,92,1945,1950,2009,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,98000
750,792,348,0,3,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,576.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,1140,0,1.0,3.0,751,1,2.0,8800,0.0,55.0,0,50,0.0,0.0,1.0,0,6,160,7,4,1.0,0,0.0,1.0,1.0,4.0,8.0,0,7,576.0,0,1910,2004,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,96500
751,660,660,0,3,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,660.0,6.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,400.0,2.0,3.0,3.0,3.0,5.0,2003.0,1320,1,1.0,4.0,752,1,3.0,7750,4.0,68.0,0,60,1.0,0.0,1.0,0,8,48,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,660.0,0,2003,2003,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,162000
752,1494,0,0,3,0.0,3.0,4.0,1200.0,0.0,6.0,1.0,1.0,0.0,3.0,279.0,2.0,2.0,4.0,0,3.0,2.0,0.0,0.0,0.0,0,2.0,2,7.0,576.0,2.0,3.0,2.0,3.0,5.0,1997.0,1494,0,1.0,4.0,753,1,3.0,9236,4.0,79.0,0,20,1.0,0.0,6.0,0,7,27,5,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,1479.0,168,1997,1997,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,217000
753,1038,1060,0,3,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1030.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,4.0,1,2.0,2,7.0,878.0,3.0,3.0,2.0,3.0,5.0,2005.0,2098,1,1.0,3.0,754,1,4.0,10240,4.0,80.0,0,60,1.0,178.0,1.0,0,3,52,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,8,1030.0,192,2005,2005,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,275500
754,1026,0,0,3,0.0,3.0,1.0,439.0,472.0,6.0,2.0,1.0,0.0,2.0,115.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,0.0,0,1.0,1,7.0,440.0,2.0,3.0,2.0,3.0,1.0,1969.0,1026,0,1.0,3.0,755,1,3.0,7930,4.0,61.0,0,20,1.0,0.0,6.0,0,7,48,8,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,5,1026.0,171,1969,2005,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,156000
755,742,729,0,3,4.0,3.0,1.0,381.0,0.0,6.0,1.0,0.0,0.0,3.0,348.0,2.0,2.0,4.0,0,2.0,2.0,4.0,4.0,0.0,0,2.0,2,7.0,440.0,2.0,3.0,1.0,3.0,1.0,1999.0,1471,1,1.0,3.0,756,1,2.0,3230,4.0,34.0,0,160,3.0,894.0,6.0,0,3,24,5,6,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,729.0,0,1999,1999,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,172500
756,866,902,0,3,0.0,3.0,3.0,20.0,0.0,6.0,1.0,0.0,0.0,3.0,846.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,0.0,0,2.0,2,7.0,578.0,2.0,3.0,2.0,3.0,5.0,2007.0,1768,1,1.0,4.0,757,1,3.0,10769,4.0,68.0,0,60,1.0,0.0,6.0,0,4,105,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,7,866.0,144,2007,2007,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,212000
757,672,714,0,3,0.0,3.0,2.0,438.0,0.0,3.0,1.0,0.0,0.0,2.0,234.0,2.0,2.0,4.0,0,2.0,2.0,0.0,0.0,3.0,1,1.0,2,7.0,440.0,2.0,3.0,3.0,3.0,5.0,1978.0,1386,1,1.0,2.0,758,1,2.0,11616,1.0,68.0,0,60,1.0,328.0,3.0,0,4,0,5,6,2.0,0,0.0,1.0,3.0,0.0,8.0,0,6,672.0,335,1978,1978,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,158900
758,757,744,0,3,3.0,3.0,1.0,549.0,0.0,5.0,1.0,0.0,0.0,3.0,195.0,2.0,2.0,4.0,0,2.0,2.0,3.0,3.0,0.0,0,2.0,2,7.0,440.0,2.0,3.0,1.0,3.0,1.0,1999.0,1501,1,1.0,3.0,759,1,2.0,2280,4.0,24.0,0,160,3.0,360.0,5.0,0,8,0,5,7,2.0,0,0.0,1.0,1.0,4.0,8.0,0,6,744.0,0,1999,1999,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,179400
759,1328,1203,0,4,0.0,3.0,3.0,56.0,64.0,2.0,5.0,0.0,0.0,3.0,1198.0,2.0,2.0,4.0,0,2.0,3.0,0.0,0.0,3.0,1,2.0,2,7.0,752.0,3.0,3.0,2.0,3.0,5.0,1995.0,2531,1,1.0,4.0,760,1,3.0,12257,4.0,65.0,0,60,1.0,513.0,2.0,0,11,98,5,8,2.0,0,0.0,1.0,1.0,4.0,8.0,0,9,1318.0,222,1995,1995,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,290000
